Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
39,No,Travel_Rarely,Sales,2,4,Marketing,1,1764,Female,4,Healthcare Representative,Married,138720,9,Y,12,8,3,12,3,8,3,6
56,No,Travel_Rarely,Research & Development,2,4,Medical,1,1765,Male,1,Manager,Married,20420,7,Y,12,8,0,30,6,10,1,1
40,No,Travel_Rarely,Sales,9,3,Marketing,1,1766,Male,2,Research Scientist,Single,20730,0,Y,14,8,0,5,3,4,2,3
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1767,Female,1,Laboratory Technician,Single,29560,8,Y,13,8,0,9,6,7,0,7
29,No,Travel_Rarely,Sales,20,3,Marketing,1,1768,Female,2,Manager,Divorced,29260,1,Y,15,8,1,2,3,2,2,2
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1769,Female,3,Laboratory Technician,Single,48090,2,Y,18,8,0,19,2,2,2,2
35,No,Non-Travel,Research & Development,5,1,Medical,1,1770,Male,1,Healthcare Representative,Divorced,51630,2,Y,18,8,2,16,4,1,0,0
32,No,Travel_Frequently,Sales,4,4,Life Sciences,1,1771,Male,2,Sales Executive,Married,188440,1,Y,19,8,0,10,3,10,4,7
38,No,Travel_Rarely,Sales,10,3,Medical,1,1772,Male,4,Laboratory Technician,Married,181720,6,Y,12,8,2,6,5,1,0,1
34,No,Travel_Rarely,Research & Development,20,3,Medical,1,1773,Female,3,Laboratory Technician,Divorced,57440,3,Y,19,8,1,7,4,0,0,0
52,No,Travel_Rarely,Sales,21,5,Technical Degree,1,1774,Male,3,Manager,Married,28890,1,Y,11,8,1,34,2,34,1,16
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,1,1775,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1776,Male,2,Research Scientist,Single,74840,1,Y,15,8,0,6,3,6,1,4
45,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1777,Male,3,Healthcare Representative,Single,60740,0,Y,14,8,0,9,2,8,3,1
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,1,1778,Female,2,Research Scientist,Single,173280,1,Y,17,8,1,2,2,2,0,2
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,1,1779,Male,1,Research Director,Single,27740,4,Y,13,8,1,8,2,5,1,3
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,1,1780,Male,1,Research Scientist,Single,45050,1,Y,12,8,0,6,3,6,1,4
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,1,1781,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4
36,No,Non-Travel,Research & Development,7,2,Life Sciences,1,1782,Male,5,Sales Executive,Single,116310,1,Y,18,8,1,10,2,10,0,9
52,No,Non-Travel,Research & Development,1,4,Life Sciences,1,1783,Male,5,Sales Executive,Married,97380,0,Y,18,8,2,5,2,4,1,2
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,1,1784,Male,1,Manufacturing Director,Divorced,28350,3,Y,11,8,1,5,2,2,2,0
29,No,Travel_Rarely,Research & Development,10,2,Medical,1,1785,Male,3,Manufacturing Director,Married,169590,4,Y,14,8,3,11,5,8,1,1
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,1,1786,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,1,1787,Male,2,Manufacturing Director,Single,61460,2,Y,12,8,0,10,3,4,1,3
54,No,Travel_Rarely,Research & Development,18,4,Medical,1,1788,Female,2,Laboratory Technician,Divorced,49630,9,Y,15,8,1,9,2,5,1,4
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,1,1789,Female,4,Research Scientist,Married,195370,0,Y,12,8,0,5,5,4,1,1
37,No,Travel_Rarely,Sales,2,4,Technical Degree,1,1790,Male,2,Manufacturing Director,Divorced,61720,0,Y,11,8,0,6,1,5,4,3
38,No,Travel_Frequently,Sales,2,4,Life Sciences,1,1791,Female,2,Research Scientist,Single,23680,6,Y,11,8,1,17,3,15,4,12
34,No,Travel_Rarely,Sales,2,3,Marketing,1,1792,Male,1,Sales Representative,Single,103120,1,Y,12,8,0,6,2,6,1,3
35,No,Travel_Rarely,Research & Development,5,4,Medical,1,1793,Male,3,Manager,Married,16750,1,Y,16,8,0,3,6,3,0,2
30,No,Travel_Rarely,Research & Development,20,3,Medical,1,1794,Male,1,Laboratory Technician,Married,25230,3,Y,13,8,1,7,2,2,0,2
40,No,Travel_Frequently,Research & Development,10,4,Medical,1,1795,Male,2,Manufacturing Director,Married,65670,1,Y,13,8,1,8,3,8,3,7
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1796,Male,3,Healthcare Representative,Married,47390,5,Y,24,8,2,6,2,3,1,2
42,No,Travel_Frequently,Research & Development,9,4,Medical,1,1797,Male,1,Manufacturing Director,Divorced,92080,1,Y,15,8,1,24,2,24,14,9
23,Yes,Travel_Rarely,Sales,2,3,Medical,1,1798,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0
24,No,Non-Travel,Sales,1,5,Marketing,1,1799,Female,1,Manufacturing Director,Divorced,81890,1,Y,14,8,1,1,3,1,0,0
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1800,Male,2,Manufacturing Director,Married,29420,8,Y,11,8,1,9,1,5,1,4
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1801,Male,2,Sales Executive,Married,49410,5,Y,11,8,1,30,3,4,0,3
29,Yes,Travel_Rarely,Sales,2,4,Marketing,1,1802,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,1,1803,Male,4,Manufacturing Director,Married,59020,0,Y,12,8,1,14,2,13,3,7
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,1,1804,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2
47,No,Travel_Rarely,Research & Development,6,4,Other,1,1805,Male,2,Manager,Married,63470,1,Y,14,8,0,26,2,26,3,0
36,No,Travel_Rarely,Sales,6,3,Medical,1,1806,Female,2,Sales Executive,Married,42000,0,Y,22,8,0,10,3,9,0,5
29,No,Travel_Rarely,Research & Development,10,3,Other,1,1807,Male,1,Research Scientist,Married,34520,1,Y,11,8,0,10,3,10,0,7
58,Yes,Travel_Rarely,Research & Development,24,3,Other,1,1808,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8
35,No,Travel_Rarely,Sales,10,4,Marketing,1,1809,Female,1,Research Scientist,Single,26320,3,Y,13,8,3,7,3,2,2,2
42,No,Travel_Rarely,Sales,15,1,Marketing,1,1810,Male,2,Laboratory Technician,Married,46680,9,Y,18,8,2,8,2,4,0,2
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,1,1811,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1812,Male,2,Healthcare Representative,Married,27200,4,Y,14,8,1,8,3,5,0,4
32,No,Travel_Rarely,Research & Development,3,1,Medical,1,1813,Male,2,Manufacturing Director,Married,171810,1,Y,14,8,0,14,2,14,6,8
40,No,Travel_Frequently,Sales,9,3,Marketing,1,1814,Male,3,Manufacturing Director,Single,22380,6,Y,14,8,0,10,3,1,0,0
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1815,Male,2,Research Director,Single,14830,5,Y,13,8,0,12,3,0,0,0
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1816,Male,1,Research Director,Single,56050,1,Y,12,8,2,1,2,1,0,0
42,No,Travel_Rarely,Research & Development,20,2,Medical,1,1817,Male,2,Sales Representative,Married,72950,1,Y,15,8,0,10,3,9,7,8
38,No,Travel_Frequently,Sales,4,3,Medical,1,1818,Male,2,Research Scientist,Divorced,23060,2,Y,19,8,1,13,5,4,1,2
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1819,Male,3,Laboratory Technician,Single,23480,1,Y,14,8,1,6,3,5,1,3
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,1,1820,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,1,1821,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3
43,No,Travel_Rarely,Research & Development,25,2,Medical,1,1822,Male,2,Healthcare Representative,Married,61320,6,Y,13,8,0,22,3,4,1,0
27,No,Travel_Rarely,Sales,2,4,Medical,1,1823,Male,2,Manager,Divorced,33460,1,Y,21,8,1,9,2,9,0,8
35,No,Travel_Rarely,Research & Development,1,3,Medical,1,1824,Male,1,Research Director,Single,108550,3,Y,13,8,1,17,2,8,1,6
28,No,Travel_Rarely,Sales,1,2,Technical Degree,1,1825,Female,1,Sales Executive,Married,22310,1,Y,12,8,0,8,3,8,7,5
34,No,Travel_Rarely,Sales,2,5,Life Sciences,1,1826,Male,4,Research Scientist,Married,23230,0,Y,17,8,0,4,2,3,0,2
26,Yes,Travel_Frequently,Research & Development,22,4,Other,1,1827,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7
27,No,Non-Travel,Sales,1,3,Technical Degree,1,1828,Female,1,Sales Executive,Married,27130,1,Y,11,8,0,0,2,0,0,0
51,No,Travel_Rarely,Sales,16,3,Medical,1,1829,Male,3,Research Scientist,Married,94390,2,Y,15,8,3,29,0,20,4,17
44,No,Travel_Rarely,Sales,24,5,Medical,1,1830,Female,1,Sales Executive,Single,25660,9,Y,11,8,1,10,3,5,2,3
25,No,Travel_Rarely,Research & Development,17,3,Medical,1,1831,Male,1,Laboratory Technician,Single,199260,7,Y,11,8,3,6,5,4,0,1
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,1,1832,Male,3,Laboratory Technician,Divorced,24510,1,Y,13,8,1,9,3,9,0,8
35,No,Travel_Rarely,Sales,6,4,Medical,1,1833,Female,2,Manager,Single,94190,1,Y,24,8,1,6,5,6,1,1
36,No,Travel_Rarely,Sales,10,4,Marketing,1,1834,Male,3,Manager,Married,86860,1,Y,13,8,0,18,2,18,4,11
32,No,Travel_Rarely,Research & Development,3,4,Medical,1,1835,Female,4,Sales Executive,Divorced,30380,2,Y,20,8,0,8,3,5,0,3
30,No,Travel_Frequently,Research & Development,4,5,Medical,1,1836,Male,5,Sales Representative,Divorced,30580,9,Y,14,8,1,10,2,5,0,3
53,No,Travel_Rarely,Sales,6,3,Marketing,1,1837,Male,4,Sales Executive,Married,23250,7,Y,18,8,1,35,1,5,0,4
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,1,1838,Male,2,Healthcare Representative,Divorced,20880,4,Y,15,8,3,18,2,5,0,2
32,No,Travel_Rarely,Sales,10,3,Marketing,1,1839,Female,1,Human Resources,Married,30720,5,Y,12,8,0,9,4,5,1,3
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,1,1840,Male,2,Laboratory Technician,Married,50060,3,Y,16,8,1,31,2,9,0,0
37,No,Travel_Rarely,Sales,24,2,Life Sciences,1,1841,Female,4,Laboratory Technician,Divorced,42570,4,Y,15,8,0,9,2,1,0,0
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,1,1842,Female,1,Healthcare Representative,Divorced,25000,1,Y,16,8,2,6,3,5,0,4
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1843,Male,1,Sales Representative,Married,11020,6,Y,19,8,0,4,3,2,2,2
44,No,Travel_Rarely,Research & Development,22,3,Medical,1,1844,Female,1,Laboratory Technician,Married,104530,2,Y,11,8,1,10,2,3,0,2
42,No,Travel_Frequently,Sales,13,4,Life Sciences,1,1845,Female,2,Laboratory Technician,Single,22880,5,Y,16,8,1,8,4,2,2,2
36,No,Travel_Rarely,Research & Development,14,3,Other,1,1846,Male,2,Research Scientist,Married,39290,0,Y,24,8,0,6,6,5,0,3
25,No,Travel_Rarely,Sales,11,3,Life Sciences,1,1847,Female,1,Laboratory Technician,Married,23110,1,Y,11,8,1,5,2,5,0,3
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,1848,Female,1,Healthcare Representative,Married,31400,1,Y,13,8,1,17,2,17,5,15
35,Yes,Travel_Frequently,Sales,8,2,Marketing,1,1849,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8
32,No,Non-Travel,Research & Development,21,3,Life Sciences,1,1850,Male,1,Sales Executive,Divorced,44500,0,Y,13,8,0,4,3,3,0,2
25,No,Travel_Rarely,Sales,5,3,Marketing,1,1851,Female,4,Research Scientist,Married,27560,1,Y,12,8,2,5,2,5,0,3
49,No,Travel_Rarely,Sales,9,3,Technical Degree,1,1852,Female,2,Sales Representative,Married,190330,2,Y,18,8,1,7,5,4,0,2
24,No,Non-Travel,Research & Development,2,5,Technical Degree,1,1853,Male,2,Healthcare Representative,Married,187220,0,Y,22,8,1,6,3,5,3,4
32,No,Travel_Frequently,Research & Development,12,5,Medical,1,1854,Male,1,Research Scientist,Married,95470,1,Y,13,8,1,10,3,10,5,3
38,No,Travel_Rarely,Sales,22,2,Medical,1,1855,Male,1,Sales Executive,Married,137340,0,Y,13,8,0,3,3,2,1,2
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,1,1856,Female,2,Research Scientist,Married,199990,2,Y,23,8,1,17,6,5,1,3
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,1857,Female,3,Sales Executive,Married,22790,3,Y,12,8,1,8,3,6,0,2
29,Yes,Travel_Rarely,Sales,3,3,Marketing,1,1858,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1859,Male,1,Sales Representative,Married,20890,5,Y,16,8,0,28,2,2,2,2
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1860,Male,3,Healthcare Representative,Married,167920,3,Y,12,8,1,16,3,13,4,8
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,1,1861,Female,3,Human Resources,Married,35640,5,Y,11,8,0,10,1,5,0,0
53,No,Travel_Rarely,Research & Development,1,1,Medical,1,1862,Male,1,Sales Executive,Single,44250,6,Y,22,8,1,33,2,12,3,8
43,No,Travel_Frequently,Research & Development,1,3,Medical,1,1863,Male,1,Laboratory Technician,Married,52650,4,Y,11,8,1,12,4,5,2,2
47,No,Travel_Rarely,Sales,15,4,Marketing,1,1864,Female,3,Research Director,Married,65530,0,Y,15,8,0,8,2,7,7,7
37,No,Non-Travel,Research & Development,1,5,Medical,1,1865,Female,2,Research Scientist,Single,62610,1,Y,12,8,0,10,1,10,0,9
50,No,Non-Travel,Research & Development,17,3,Medical,1,1866,Female,1,Laboratory Technician,Divorced,42980,1,Y,20,8,1,31,6,31,14,7
39,No,Travel_Rarely,Research & Development,1,3,Other,1,1867,Female,3,Human Resources,Married,68040,8,Y,14,8,1,13,3,5,0,4
33,No,Travel_Rarely,Sales,7,3,Life Sciences,1,1868,Male,2,Manufacturing Director,Divorced,38150,3,Y,11,8,1,7,3,4,0,3
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,1,1869,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,1870,Female,4,Healthcare Representative,Divorced,66730,6,Y,12,8,1,8,2,4,0,3
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,1,1871,Male,2,Manufacturing Director,Married,76390,1,Y,14,8,0,8,6,8,7,1
28,No,Travel_Rarely,Sales,24,5,Life Sciences,1,1872,Female,1,Research Scientist,Single,23280,1,Y,11,8,2,4,3,4,0,2
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,1,1873,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0
43,No,Travel_Rarely,Sales,7,4,Marketing,1,1874,Male,2,Sales Executive,Divorced,48760,4,Y,16,8,2,4,4,1,0,0
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,1,1875,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,1,1876,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0
36,No,Travel_Rarely,Research & Development,26,4,Medical,1,1877,Male,1,Laboratory Technician,Married,84740,0,Y,14,8,0,17,3,16,4,11
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1878,Male,2,Manufacturing Director,Single,99810,1,Y,21,8,1,3,3,3,1,2
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,1879,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,1880,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1881,Female,3,Manager,Divorced,135910,5,Y,20,8,1,6,2,2,2,2
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,1882,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2
27,No,Travel_Rarely,Research & Development,1,3,Medical,1,1883,Male,1,Research Scientist,Single,20580,1,Y,14,8,1,1,5,1,0,0
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,1884,Male,2,Human Resources,Divorced,88650,1,Y,11,8,1,1,0,1,1,0
42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,1885,Male,2,Human Resources,Single,59400,7,Y,16,8,0,10,2,5,0,3
33,No,Travel_Rarely,Sales,2,3,Marketing,1,1886,Female,1,Sales Executive,Single,59140,3,Y,16,8,1,6,4,3,0,2
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1887,Male,1,Research Scientist,Divorced,26220,2,Y,23,8,0,24,3,6,0,4
31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,1888,Female,1,Sales Representative,Married,121850,3,Y,14,8,0,13,2,7,5,2
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,1889,Male,3,Healthcare Representative,Married,106090,1,Y,22,8,0,10,3,10,0,7
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1890,Female,2,Sales Executive,Married,43450,4,Y,15,8,0,29,3,26,1,7
48,No,Travel_Rarely,Research & Development,1,4,Medical,1,1891,Male,1,Research Scientist,Married,21770,4,Y,18,8,0,13,4,0,0,0
31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,1892,Female,2,Sales Executive,Married,27930,1,Y,16,8,0,9,4,9,0,0
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,1893,Male,1,Sales Executive,Single,79180,2,Y,12,8,2,8,3,6,0,1
38,No,Travel_Rarely,Sales,6,3,Other,1,1894,Male,2,Sales Executive,Married,87890,1,Y,11,8,3,15,4,15,5,11
32,No,Non-Travel,Sales,18,3,Marketing,1,1895,Male,1,Laboratory Technician,Married,23890,6,Y,12,8,1,5,4,3,0,2
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,1896,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,1,1897,Male,2,Research Scientist,Divorced,192320,2,Y,14,8,1,11,3,1,0,0
26,No,Travel_Frequently,Sales,11,3,Marketing,1,1898,Male,2,Healthcare Representative,Single,22670,1,Y,19,8,3,7,2,7,0,7
41,No,Travel_Rarely,Research & Development,1,4,Medical,1,1899,Male,1,Research Scientist,Single,195170,2,Y,13,8,0,20,5,18,2,17
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,1900,Female,2,Healthcare Representative,Single,24360,4,Y,13,8,0,16,3,11,3,9
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,1901,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,1902,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1903,Male,4,Research Director,Married,190680,0,Y,12,8,0,10,1,9,8,5
40,No,Travel_Frequently,Sales,1,3,Marketing,1,1904,Male,1,Research Scientist,Divorced,39310,8,Y,19,8,0,3,2,1,0,0
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,1905,Male,4,Laboratory Technician,Married,37300,1,Y,25,8,1,8,4,8,6,3
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,1906,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7
33,No,Travel_Rarely,Research & Development,1,4,Medical,1,1907,Female,4,Manufacturing Director,Single,44650,0,Y,13,8,0,6,3,5,1,4
37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,1908,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7
45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,1909,Male,2,Sales Executive,Married,33190,1,Y,12,8,1,9,3,9,0,8
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,1910,Male,1,Sales Representative,Married,192020,1,Y,12,8,0,3,5,3,0,2
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,1911,Male,3,Laboratory Technician,Married,136750,1,Y,15,8,3,5,5,5,1,0
52,No,Travel_Rarely,Research & Development,5,4,Other,1,1912,Male,1,Laboratory Technician,Married,29110,2,Y,17,8,2,26,3,9,7,8
58,Yes,Travel_Rarely,Sales,9,2,Medical,1,1913,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,1914,Male,1,Manager,Divorced,39200,6,Y,16,8,1,22,3,17,15,2
30,No,Travel_Rarely,Sales,3,4,Marketing,1,1915,Male,1,Sales Executive,Divorced,64340,5,Y,14,8,1,10,3,8,7,7
38,No,Non-Travel,Sales,4,3,Life Sciences,1,1916,Male,2,Research Director,Single,100480,1,Y,23,8,1,6,2,5,1,3
35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,1917,Female,2,Healthcare Representative,Divorced,109380,6,Y,14,8,2,12,2,10,0,8
39,No,Travel_Rarely,Sales,1,1,Marketing,1,1918,Male,2,Research Scientist,Single,23400,0,Y,11,8,1,9,2,8,0,7
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,1919,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,1920,Male,3,Sales Executive,Divorced,69310,1,Y,11,8,0,20,3,19,2,7
36,No,Non-Travel,Sales,28,1,Life Sciences,1,1921,Male,2,Research Scientist,Divorced,48980,4,Y,13,8,1,12,3,7,0,7
31,Yes,Non-Travel,Research & Development,28,4,Medical,1,1922,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2
33,No,Non-Travel,Sales,15,3,Other,1,1923,Male,4,Research Director,Single,194360,1,Y,19,8,2,10,4,10,6,0
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,1924,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,1925,Male,2,Laboratory Technician,Single,34790,3,Y,12,8,0,5,3,3,0,2
45,No,Travel_Rarely,Research & Development,26,1,Medical,1,1926,Female,3,Healthcare Representative,Divorced,27940,3,Y,19,8,1,8,2,5,0,2
50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,1927,Female,1,Manufacturing Director,Divorced,52490,9,Y,21,8,2,32,2,5,1,3
33,No,Travel_Frequently,Sales,1,3,Marketing,1,1928,Male,2,Human Resources,Married,21760,1,Y,14,8,1,6,2,6,1,2
41,No,Travel_Frequently,Sales,11,3,Other,1,1929,Male,1,Laboratory Technician,Divorced,168720,2,Y,15,8,1,21,2,18,0,11
27,No,Travel_Rarely,Research & Development,20,4,Other,1,1930,Male,2,Manufacturing Director,Married,34850,9,Y,17,8,2,4,2,2,2,2
45,No,Non-Travel,Sales,2,3,Medical,1,1931,Female,1,Sales Executive,Married,66440,1,Y,12,8,0,9,3,9,0,8
47,No,Travel_Rarely,Sales,18,4,Medical,1,1932,Female,2,Research Scientist,Single,55820,1,Y,16,8,0,9,3,9,0,7
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,1933,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,1934,Female,2,Sales Executive,Married,134960,3,Y,18,8,1,22,3,12,1,5
38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,1935,Male,1,Manufacturing Director,Married,32100,0,Y,17,8,2,3,5,2,0,2
46,No,Travel_Rarely,Research & Development,28,3,Medical,1,1936,Female,3,Human Resources,Divorced,190450,6,Y,11,8,3,13,2,8,0,7
24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,1937,Female,1,Healthcare Representative,Divorced,118490,1,Y,16,8,1,5,3,4,3,2
35,Yes,Travel_Rarely,Sales,24,3,Medical,1,1938,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,1939,Male,2,Sales Executive,Married,65020,1,Y,12,8,0,4,3,4,0,3
18,No,Non-Travel,Sales,5,4,Other,1,1940,Male,2,Manager,Single,32300,1,Y,12,8,1,0,3,0,0,0
54,No,Travel_Rarely,Sales,23,3,Medical,1,1941,Female,1,Laboratory Technician,Married,136030,8,Y,13,8,1,22,2,10,0,8
35,No,Travel_Rarely,Research & Development,6,4,Medical,1,1942,Female,1,Manufacturing Director,Divorced,119960,1,Y,19,8,2,16,3,16,10,1
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1943,Female,5,Healthcare Representative,Married,56050,0,Y,12,8,1,9,0,8,1,7
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,1944,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,1945,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2
26,No,Travel_Rarely,Sales,1,3,Marketing,1,1946,Female,2,Research Scientist,Married,175840,1,Y,20,8,0,8,2,8,1,3
22,No,Travel_Rarely,Research & Development,8,3,Other,1,1947,Male,2,Sales Representative,Married,49070,1,Y,21,8,1,4,2,4,1,1
48,No,Travel_Rarely,Human Resources,2,4,Medical,1,1948,Male,2,Sales Executive,Single,45540,2,Y,11,8,2,19,3,2,2,2
48,No,Travel_Rarely,Sales,3,3,Medical,1,1949,Male,1,Research Director,Single,54150,7,Y,11,8,1,27,1,15,4,8
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1950,Male,2,Research Scientist,Single,47410,6,Y,16,8,0,8,3,2,2,1
39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,1951,Male,3,Human Resources,Married,21150,1,Y,18,8,0,21,3,21,11,8
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,1952,Male,2,Human Resources,Married,31610,0,Y,13,8,2,4,0,3,2,2
